as_of,geo_value,signal,source,time_type,time_value,issue,value,target_end_date
2025-03-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-03-16,4.0,2024-11-02
2025-03-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-03-16,17.0,2024-11-09
2025-03-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-03-16,8.0,2024-11-16
2025-03-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-03-16,11.0,2024-11-23
2025-03-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-03-16,18.0,2024-11-30
2025-03-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-03-16,40.0,2024-12-07
2025-03-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-03-16,92.0,2024-12-14
2025-03-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-03-16,227.0,2024-12-21
2025-03-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-03-16,545.0,2024-12-28
2025-03-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-03-16,949.0,2025-01-04
2025-03-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-03-16,895.0,2025-01-11
2025-03-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-03-16,925.0,2025-01-18
2025-03-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-03-16,872.0,2025-01-25
2025-03-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-03-16,880.0,2025-02-01
2025-03-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-03-16,676.0,2025-02-08
2025-03-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-03-16,474.0,2025-02-15
2025-03-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-03-16,365.0,2025-02-22
2025-03-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-03-16,279.0,2025-03-01
2025-03-19,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-03-16,181.0,2025-03-08
2025-03-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-03-23,88.0,2024-10-19
2025-03-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-03-23,0.0,2024-10-26
2025-03-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-03-23,4.0,2024-11-02
2025-03-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-03-23,17.0,2024-11-09
2025-03-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-03-23,8.0,2024-11-16
2025-03-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-03-23,11.0,2024-11-23
2025-03-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-03-23,18.0,2024-11-30
2025-03-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-03-23,40.0,2024-12-07
2025-03-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-03-23,92.0,2024-12-14
2025-03-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-03-23,227.0,2024-12-21
2025-03-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-03-23,545.0,2024-12-28
2025-03-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-03-23,952.0,2025-01-04
2025-03-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-03-23,896.0,2025-01-11
2025-03-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-03-23,927.0,2025-01-18
2025-03-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-03-23,928.0,2025-01-25
2025-03-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-03-23,882.0,2025-02-01
2025-03-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-03-23,689.0,2025-02-08
2025-03-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-03-23,486.0,2025-02-15
2025-03-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-03-23,369.0,2025-02-22
2025-03-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-03-23,279.0,2025-03-01
2025-03-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-03-23,195.0,2025-03-08
2025-03-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-09,2025-03-23,158.0,2025-03-15
2025-03-26,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-16,2025-03-23,182.0,2025-03-22
2025-04-02,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-03-30,88.0,2024-10-19
2025-04-02,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-03-30,0.0,2024-10-26
2025-04-02,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-03-30,4.0,2024-11-02
2025-04-02,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-03-30,17.0,2024-11-09
2025-04-02,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-03-30,8.0,2024-11-16
2025-04-02,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-03-30,11.0,2024-11-23
2025-04-02,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-03-30,18.0,2024-11-30
2025-04-02,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-03-30,40.0,2024-12-07
2025-04-02,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-03-30,92.0,2024-12-14
2025-04-02,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-03-30,227.0,2024-12-21
2025-04-02,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-03-30,545.0,2024-12-28
2025-04-02,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-03-30,952.0,2025-01-04
2025-04-02,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-03-30,896.0,2025-01-11
2025-04-02,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-03-30,927.0,2025-01-18
2025-04-02,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-03-30,928.0,2025-01-25
2025-04-02,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-03-30,882.0,2025-02-01
2025-04-02,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-03-30,689.0,2025-02-08
2025-04-02,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-03-30,486.0,2025-02-15
2025-04-02,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-03-30,369.0,2025-02-22
2025-04-02,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-03-30,279.0,2025-03-01
2025-04-02,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-03-30,195.0,2025-03-08
2025-04-02,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-09,2025-03-30,158.0,2025-03-15
2025-04-02,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-16,2025-03-30,182.0,2025-03-22
2025-04-02,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-23,2025-03-30,79.0,2025-03-29
2025-04-09,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-04-06,88.0,2024-10-19
2025-04-09,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-04-06,0.0,2024-10-26
2025-04-09,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-04-06,4.0,2024-11-02
2025-04-09,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-04-06,17.0,2024-11-09
2025-04-09,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-04-06,8.0,2024-11-16
2025-04-09,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-04-06,11.0,2024-11-23
2025-04-09,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-04-06,18.0,2024-11-30
2025-04-09,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-04-06,40.0,2024-12-07
2025-04-09,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-04-06,92.0,2024-12-14
2025-04-09,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-04-06,227.0,2024-12-21
2025-04-09,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-04-06,545.0,2024-12-28
2025-04-09,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-04-06,952.0,2025-01-04
2025-04-09,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-04-06,896.0,2025-01-11
2025-04-09,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-04-06,927.0,2025-01-18
2025-04-09,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-04-06,928.0,2025-01-25
2025-04-09,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-04-06,882.0,2025-02-01
2025-04-09,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-04-06,689.0,2025-02-08
2025-04-09,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-04-06,486.0,2025-02-15
2025-04-09,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-04-06,369.0,2025-02-22
2025-04-09,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-04-06,279.0,2025-03-01
2025-04-09,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-04-06,195.0,2025-03-08
2025-04-09,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-09,2025-04-06,158.0,2025-03-15
2025-04-09,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-16,2025-04-06,182.0,2025-03-22
2025-04-09,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-23,2025-04-06,79.0,2025-03-29
2025-04-09,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-30,2025-04-06,59.0,2025-04-05
2025-04-16,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-04-13,88.0,2024-10-19
2025-04-16,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-04-13,0.0,2024-10-26
2025-04-16,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-04-13,4.0,2024-11-02
2025-04-16,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-04-13,17.0,2024-11-09
2025-04-16,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-04-13,8.0,2024-11-16
2025-04-16,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-04-13,11.0,2024-11-23
2025-04-16,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-04-13,18.0,2024-11-30
2025-04-16,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-04-13,40.0,2024-12-07
2025-04-16,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-04-13,92.0,2024-12-14
2025-04-16,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-04-13,227.0,2024-12-21
2025-04-16,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-04-13,545.0,2024-12-28
2025-04-16,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-04-13,952.0,2025-01-04
2025-04-16,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-04-13,896.0,2025-01-11
2025-04-16,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-04-13,927.0,2025-01-18
2025-04-16,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-04-13,928.0,2025-01-25
2025-04-16,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-04-13,882.0,2025-02-01
2025-04-16,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-04-13,689.0,2025-02-08
2025-04-16,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-04-13,486.0,2025-02-15
2025-04-16,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-04-13,369.0,2025-02-22
2025-04-16,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-04-13,279.0,2025-03-01
2025-04-16,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-04-13,195.0,2025-03-08
2025-04-16,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-09,2025-04-13,158.0,2025-03-15
2025-04-16,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-16,2025-04-13,182.0,2025-03-22
2025-04-16,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-23,2025-04-13,81.0,2025-03-29
2025-04-16,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-30,2025-04-13,59.0,2025-04-05
2025-04-16,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-06,2025-04-13,53.0,2025-04-12
2025-04-23,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-04-20,88.0,2024-10-19
2025-04-23,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-04-20,0.0,2024-10-26
2025-04-23,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-04-20,4.0,2024-11-02
2025-04-23,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-04-20,17.0,2024-11-09
2025-04-23,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-04-20,8.0,2024-11-16
2025-04-23,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-04-20,11.0,2024-11-23
2025-04-23,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-04-20,18.0,2024-11-30
2025-04-23,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-04-20,40.0,2024-12-07
2025-04-23,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-04-20,92.0,2024-12-14
2025-04-23,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-04-20,227.0,2024-12-21
2025-04-23,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-04-20,545.0,2024-12-28
2025-04-23,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-04-20,952.0,2025-01-04
2025-04-23,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-04-20,896.0,2025-01-11
2025-04-23,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-04-20,927.0,2025-01-18
2025-04-23,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-04-20,928.0,2025-01-25
2025-04-23,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-04-20,882.0,2025-02-01
2025-04-23,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-04-20,689.0,2025-02-08
2025-04-23,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-04-20,486.0,2025-02-15
2025-04-23,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-04-20,369.0,2025-02-22
2025-04-23,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-04-20,279.0,2025-03-01
2025-04-23,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-04-20,195.0,2025-03-08
2025-04-23,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-09,2025-04-20,158.0,2025-03-15
2025-04-23,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-16,2025-04-20,182.0,2025-03-22
2025-04-23,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-23,2025-04-20,81.0,2025-03-29
2025-04-23,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-30,2025-04-20,59.0,2025-04-05
2025-04-23,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-06,2025-04-20,53.0,2025-04-12
2025-04-23,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-13,2025-04-20,38.0,2025-04-19
2025-04-30,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-04-27,88.0,2024-10-19
2025-04-30,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-04-27,0.0,2024-10-26
2025-04-30,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-04-27,4.0,2024-11-02
2025-04-30,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-04-27,17.0,2024-11-09
2025-04-30,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-04-27,8.0,2024-11-16
2025-04-30,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-04-27,11.0,2024-11-23
2025-04-30,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-04-27,18.0,2024-11-30
2025-04-30,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-04-27,40.0,2024-12-07
2025-04-30,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-04-27,92.0,2024-12-14
2025-04-30,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-04-27,227.0,2024-12-21
2025-04-30,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-04-27,545.0,2024-12-28
2025-04-30,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-04-27,952.0,2025-01-04
2025-04-30,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-04-27,896.0,2025-01-11
2025-04-30,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-04-27,927.0,2025-01-18
2025-04-30,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-04-27,928.0,2025-01-25
2025-04-30,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-04-27,882.0,2025-02-01
2025-04-30,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-04-27,689.0,2025-02-08
2025-04-30,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-04-27,486.0,2025-02-15
2025-04-30,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-04-27,369.0,2025-02-22
2025-04-30,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-04-27,279.0,2025-03-01
2025-04-30,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-04-27,195.0,2025-03-08
2025-04-30,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-09,2025-04-27,158.0,2025-03-15
2025-04-30,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-16,2025-04-27,182.0,2025-03-22
2025-04-30,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-23,2025-04-27,81.0,2025-03-29
2025-04-30,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-30,2025-04-27,59.0,2025-04-05
2025-04-30,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-06,2025-04-27,53.0,2025-04-12
2025-04-30,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-13,2025-04-27,38.0,2025-04-19
2025-04-30,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-20,2025-04-27,25.0,2025-04-26
2025-05-07,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-05-04,88.0,2024-10-19
2025-05-07,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-05-04,0.0,2024-10-26
2025-05-07,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-05-04,4.0,2024-11-02
2025-05-07,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-05-04,17.0,2024-11-09
2025-05-07,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-05-04,8.0,2024-11-16
2025-05-07,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-05-04,11.0,2024-11-23
2025-05-07,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-05-04,18.0,2024-11-30
2025-05-07,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-05-04,40.0,2024-12-07
2025-05-07,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-05-04,92.0,2024-12-14
2025-05-07,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-05-04,227.0,2024-12-21
2025-05-07,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-05-04,545.0,2024-12-28
2025-05-07,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-05-04,952.0,2025-01-04
2025-05-07,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-05-04,896.0,2025-01-11
2025-05-07,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-05-04,927.0,2025-01-18
2025-05-07,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-05-04,928.0,2025-01-25
2025-05-07,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-05-04,882.0,2025-02-01
2025-05-07,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-05-04,689.0,2025-02-08
2025-05-07,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-05-04,486.0,2025-02-15
2025-05-07,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-05-04,369.0,2025-02-22
2025-05-07,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-05-04,279.0,2025-03-01
2025-05-07,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-05-04,195.0,2025-03-08
2025-05-07,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-09,2025-05-04,158.0,2025-03-15
2025-05-07,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-16,2025-05-04,182.0,2025-03-22
2025-05-07,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-23,2025-05-04,81.0,2025-03-29
2025-05-07,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-30,2025-05-04,59.0,2025-04-05
2025-05-07,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-06,2025-05-04,53.0,2025-04-12
2025-05-07,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-13,2025-05-04,38.0,2025-04-19
2025-05-07,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-20,2025-05-04,25.0,2025-04-26
2025-05-07,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-27,2025-05-04,27.0,2025-05-03
2025-05-14,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-05-11,88.0,2024-10-19
2025-05-14,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-05-11,0.0,2024-10-26
2025-05-14,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-05-11,4.0,2024-11-02
2025-05-14,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-05-11,17.0,2024-11-09
2025-05-14,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-05-11,8.0,2024-11-16
2025-05-14,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-05-11,11.0,2024-11-23
2025-05-14,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-05-11,18.0,2024-11-30
2025-05-14,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-05-11,40.0,2024-12-07
2025-05-14,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-05-11,92.0,2024-12-14
2025-05-14,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-05-11,227.0,2024-12-21
2025-05-14,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-05-11,545.0,2024-12-28
2025-05-14,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-05-11,952.0,2025-01-04
2025-05-14,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-05-11,896.0,2025-01-11
2025-05-14,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-05-11,927.0,2025-01-18
2025-05-14,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-05-11,928.0,2025-01-25
2025-05-14,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-05-11,882.0,2025-02-01
2025-05-14,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-05-11,689.0,2025-02-08
2025-05-14,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-05-11,486.0,2025-02-15
2025-05-14,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-05-11,369.0,2025-02-22
2025-05-14,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-05-11,279.0,2025-03-01
2025-05-14,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-05-11,195.0,2025-03-08
2025-05-14,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-09,2025-05-11,158.0,2025-03-15
2025-05-14,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-16,2025-05-11,182.0,2025-03-22
2025-05-14,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-23,2025-05-11,81.0,2025-03-29
2025-05-14,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-30,2025-05-11,59.0,2025-04-05
2025-05-14,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-06,2025-05-11,53.0,2025-04-12
2025-05-14,mn,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-13,2025-05-11,38.0,2025-04-19
